time_ms,game_mode,map,team_name,team_score,opp_name,opp_score,map_time,time_left_in_current_hill,hill_number,first_blood,location,multikill,killing_spree,tournament_info,Date
00:05:30.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,82,G2 MINNESOTA,134,3:32,0:39,6,,,,,,5_26_25
00:05:31.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,83,G2 MINNESOTA,134,3:32,0:38,6,,,,,,5_26_25
00:05:32.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,84,G2 MINNESOTA,134,3:32,0:37,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:05:33.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,85,G2 MINNESOTA,134,3:32,0:36,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:05:34.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,86,G2 MINNESOTA,134,3:32,0:35,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:05:35.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,87,G2 MINNESOTA,134,3:32,0:34,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:05:36.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,88,G2 MINNESOTA,134,3:32,0:33,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:05:37.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,89,G2 MINNESOTA,134,3:32,0:32,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:05:38.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,90,G2 MINNESOTA,134,3:32,0:31,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:05:39.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,91,G2 MINNESOTA,134,3:32,0:30,6,,,,,,5_26_25
00:05:40.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,92,G2 MINNESOTA,134,3:32,0:29,6,,,,,,5_26_25
00:05:41.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,93,G2 MINNESOTA,134,3:32,0:28,6,,,,,,5_26_25
00:05:42.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,94,G2 MINNESOTA,134,3:32,0:27,6,,,,,,5_26_25
00:05:43.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,95,G2 MINNESOTA,134,3:32,0:26,6,,,,,,5_26_25
00:05:44.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,96,G2 MINNESOTA,134,3:32,0:25,6,,,,MACK - KILLINGSPREE,,5_26_25
00:05:45.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,97,G2 MINNESOTA,134,3:32,0:24,6,,,,MACK - KILLINGSPREE,,5_26_25
00:05:46.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,98,G2 MINNESOTA,134,3:32,0:23,6,,,,MACK - KILLINGSPREE,,5_26_25
00:05:47.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,99,G2 MINNESOTA,134,3:32,0:22,6,,,MACK - MULTIKILL,,,5_26_25
00:05:48.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,100,G2 MINNESOTA,134,3:32,0:21,6,,,MACK - MULTIKILL,,,5_26_25
00:05:49.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,101,G2 MINNESOTA,134,3:32,0:20,6,,,MACK - MULTIKILL,,,5_26_25
00:05:50.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,102,G2 MINNESOTA,134,3:32,0:19,6,,,MACK - MULTIKILL,,,5_26_25
00:05:51.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,103,G2 MINNESOTA,134,3:32,0:18,6,,,,,,5_26_25
00:05:52.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,104,G2 MINNESOTA,134,3:32,0:17,6,,,,,,5_26_25
00:05:53.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,105,G2 MINNESOTA,134,3:32,0:16,6,,,,,,5_26_25
00:05:54.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,106,G2 MINNESOTA,134,3:32,0:15,6,,,,,,5_26_25
00:05:55.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,107,G2 MINNESOTA,134,3:32,0:14,6,,,,,,5_26_25
00:05:56.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,108,G2 MINNESOTA,134,3:32,0:13,6,,,,,,5_26_25
00:05:57.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,109,G2 MINNESOTA,134,3:32,0:12,6,,,,,,5_26_25
00:05:58.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,110,G2 MINNESOTA,134,3:32,0:11,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:05:59.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,110,G2 MINNESOTA,134,3:31,0:10,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:00.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,111,G2 MINNESOTA,134,3:31,0:09,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:01.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,112,G2 MINNESOTA,134,3:31,0:08,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:02.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,113,G2 MINNESOTA,134,3:31,0:07,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:03.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,114,G2 MINNESOTA,134,3:31,0:06,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:04.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,115,G2 MINNESOTA,134,3:31,0:05,6,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:05.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,116,G2 MINNESOTA,134,3:31,0:04,6,,,,,,5_26_25
00:06:06.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,116,G2 MINNESOTA,134,3:30,0:03,6,,,,,,5_26_25
00:06:07.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,117,G2 MINNESOTA,134,3:30,0:02,6,,,,,,5_26_25
00:06:08.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,117,G2 MINNESOTA,134,3:30,0:01,6,,,,,,5_26_25
00:06:09.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,117,G2 MINNESOTA,134,3:29,0:00,6,,,,,,5_26_25
00:06:10.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,117,G2 MINNESOTA,134,3:28,0:00,6,,,,,,5_26_25
00:06:11.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,117,G2 MINNESOTA,134,3:27,0:59,7,,,,,NEW HARDPOINT,5_26_25
00:06:12.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,118,G2 MINNESOTA,134,3:27,0:58,7,,,,,NEW HARDPOINT,5_26_25
00:06:13.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,118,G2 MINNESOTA,134,3:26,0:57,7,,,,,NEW HARDPOINT,5_26_25
00:06:14.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,118,G2 MINNESOTA,134,3:25,0:56,7,,,,,NEW HARDPOINT,5_26_25
00:06:15.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,118,G2 MINNESOTA,134,3:24,0:55,7,,CONTAINER,,,,5_26_25
00:06:16.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,118,G2 MINNESOTA,134,3:24,0:54,7,,CONTAINER,,,,5_26_25
00:06:17.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,119,G2 MINNESOTA,134,3:24,0:53,7,,CONTAINER,,,,5_26_25
00:06:18.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,119,G2 MINNESOTA,134,3:23,0:52,7,,CONTAINER,,,,5_26_25
00:06:19.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,119,G2 MINNESOTA,134,3:22,0:51,7,,,,,,5_26_25
00:06:20.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,119,G2 MINNESOTA,134,3:22,0:51,7,,,,,,5_26_25
00:06:21.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,119,G2 MINNESOTA,134,3:22,0:49,7,,,,,,5_26_25
00:06:22.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,120,G2 MINNESOTA,134,3:22,0:48,7,,,,,,5_26_25
00:06:23.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,121,G2 MINNESOTA,134,3:22,0:47,7,,,,,,5_26_25
00:06:24.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,122,G2 MINNESOTA,134,3:22,0:46,7,,,,,,5_26_25
00:06:25.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,123,G2 MINNESOTA,134,3:22,0:45,7,,,,,,5_26_25
00:06:26.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,123,G2 MINNESOTA,134,3:21,0:44,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:27.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,123,G2 MINNESOTA,134,3:20,0:43,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:28.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,123,G2 MINNESOTA,134,3:20,0:42,7,,,,BEANS - KILLINGSPREE,,5_26_25
00:06:29.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,123,G2 MINNESOTA,134,3:19,0:41,7,,,,BEANS - KILLINGSPREE,,5_26_25
00:06:30.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,124,G2 MINNESOTA,134,3:19,0:40,7,,,,BEANS - KILLINGSPREE,,5_26_25
00:06:31.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,125,G2 MINNESOTA,134,3:19,0:39,7,,,,BEANS - KILLINGSPREE,,5_26_25
00:06:32.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,125,G2 MINNESOTA,134,3:18,0:38,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:33.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,125,G2 MINNESOTA,134,3:17,0:37,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:34.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,125,G2 MINNESOTA,134,3:16,0:36,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:35.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,125,G2 MINNESOTA,134,3:15,0:35,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:36.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,125,G2 MINNESOTA,134,3:15,0:34,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:37.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,126,G2 MINNESOTA,134,3:15,0:33,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:38.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,134,3:12,0:32,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:39.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,134,3:14,0:31,7,,,,,,5_26_25
00:06:40.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,134,3:14,0:30,7,,,,,,5_26_25
00:06:41.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,135,3:14,0:29,7,,,,,,5_26_25
00:06:42.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,136,3:14,0:28,7,,,,,,5_26_25
00:06:43.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,137,3:14,0:27,7,,,,,,5_26_25
00:06:44.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,138,3:14,0:26,7,,,,,,5_26_25
00:06:45.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,139,3:14,0:25,7,,,,,,5_26_25
00:06:46.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,140,3:14,0:24,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:47.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,141,3:14,0:23,7,,,,ESTREAL - KILLINGSPREE,,5_26_25
00:06:48.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,142,3:14,0:22,7,,,,ESTREAL - KILLINGSPREE,,5_26_25
00:06:49.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,143,3:14,0:21,7,,,,ESTREAL - KILLINGSPREE,,5_26_25
00:06:50.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,144,3:14,0:20,7,,,,ESTREAL - KILLINGSPREE,,5_26_25
00:06:51.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,145,3:13,0:19,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:52.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,145,3:12,0:18,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:53.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,146,3:12,0:17,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:54.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,147,3:12,0:16,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:55.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,148,3:12,0:15,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:56.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,149,3:12,0:14,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:57.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,150,3:12,0:13,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:06:58.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,151,3:12,0:12,7,,,,,,5_26_25
00:06:59.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,152,3:12,0:11,7,,,KREMP - MULTIKILL,,,5_26_25
00:07:00.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,153,3:12,0:10,7,,,KREMP - MULTIKILL,,,5_26_25
00:07:01.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,154,3:12,0:09,7,,,KREMP - MULTIKILL,,,5_26_25
00:07:02.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,155,3:12,0:08,7,,,,,,5_26_25
00:07:03.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,156,3:12,0:07,7,,,,,,5_26_25
00:07:04.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,157,3:12,0:06,7,,,,,,5_26_25
00:07:05.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,158,3:12,0:05,7,,,,,,5_26_25
00:07:06.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,159,3:12,0:04,7,,,,,,5_26_25
00:07:07.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,160,3:12,0:03,7,,,,,,5_26_25
00:07:08.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,160,3:12,0:02,7,,,,,,5_26_25
00:07:09.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,160,3:11,0:01,7,,,,,,5_26_25
00:07:10.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,160,3:10,0:00,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:11.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,160,3:09,0:00,7,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:12.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,160,3:09,0:59,8,,,,,NEW HARDPOINT,5_26_25
00:07:13.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,161,3:09,0:58,8,,,,,NEW HARDPOINT,5_26_25
00:07:14.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,162,3:08,0:58,8,,,,,NEW HARDPOINT,5_26_25
00:07:15.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,162,3:07,0:58,8,,LOUNGE,,,,5_26_25
00:07:16.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,127,G2 MINNESOTA,162,3:07,0:55,8,,LOUNGE,,,,5_26_25
00:07:17.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,128,G2 MINNESOTA,162,3:07,0:54,8,,LOUNGE,,,,5_26_25
00:07:18.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,129,G2 MINNESOTA,162,3:07,0:53,8,,LOUNGE,,,,5_26_25
00:07:19.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,162,3:07,0:52,8,,LOUNGE,,,,5_26_25
00:07:20.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,162,3:06,0:51,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:21.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,162,3:06,0:50,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:22.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,162,3:05,0:49,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:23.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,162,3:05,0:48,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:24.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,163,3:05,0:47,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:25.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,164,3:05,0:46,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:26.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,165,3:05,0:45,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:27.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,166,3:05,0:44,8,,,,,,5_26_25
00:07:28.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,167,3:05,0:43,8,,,,,,5_26_25
00:07:29.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,168,3:05,0:42,8,,,,,,5_26_25
00:07:30.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,169,3:05,0:41,8,,,,,,5_26_25
00:07:31.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,170,3:04,0:40,8,,,,,,5_26_25
00:07:32.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,170,3:03,0:39,8,,,,,,5_26_25
00:07:33.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,170,3:02,0:38,8,,,,,,5_26_25
00:07:34.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,170,3:01,0:37,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:35.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,170,3:00,0:36,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:36.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,170,2:59,0:35,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:37.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,130,G2 MINNESOTA,170,2:59,0:34,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:38.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,131,G2 MINNESOTA,170,2:59,0:33,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:39.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,132,G2 MINNESOTA,170,2:59,0:32,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:40.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,133,G2 MINNESOTA,170,2:59,0:31,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:41.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,134,G2 MINNESOTA,170,2:59,0:30,8,,,,,,5_26_25
00:07:42.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,135,G2 MINNESOTA,170,2:59,0:29,8,,,,,,5_26_25
00:07:43.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,136,G2 MINNESOTA,170,2:59,0:28,8,,,,,,5_26_25
00:07:44.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,137,G2 MINNESOTA,170,2:59,0:27,8,,,,,,5_26_25
00:07:45.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,138,G2 MINNESOTA,170,2:59,0:26,8,,,,,,5_26_25
00:07:46.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,139,G2 MINNESOTA,170,2:59,0:25,8,,,,,,5_26_25
00:07:47.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,140,G2 MINNESOTA,170,2:59,0:24,8,,,,,,5_26_25
00:07:48.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,141,G2 MINNESOTA,170,2:59,0:23,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:49.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,142,G2 MINNESOTA,170,2:59,0:22,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:50.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,143,G2 MINNESOTA,170,2:59,0:21,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:51.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,143,G2 MINNESOTA,170,2:59,0:20,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:52.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,170,2:59,0:19,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:53.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,170,2:58,0:18,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:54.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,170,2:57,0:17,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:07:55.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,171,2:57,0:16,8,,,,,,5_26_25
00:07:56.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,172,2:57,0:15,8,,,,,,5_26_25
00:07:57.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,173,2:57,0:14,8,,,,,,5_26_25
00:07:58.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,174,2:57,0:13,8,,,,,,5_26_25
00:07:59.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,175,2:57,0:12,8,,,,,,5_26_25
00:08:00.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,176,2:57,0:11,8,,,,,,5_26_25
00:08:01.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,177,2:57,0:10,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:08:02.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,178,2:57,0:09,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:08:03.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,179,2:57,0:08,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:08:04.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,180,2:57,0:07,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:08:05.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,181,2:57,0:06,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:08:06.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,182,2:57,0:05,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:08:07.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,183,2:57,0:04,8,,,,,MAJOR I QUALIFIERS - WEEK I,5_26_25
00:08:08.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,184,2:57,0:03,8,,,,,,5_26_25
00:08:09.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,185,2:57,0:02,8,,,,,,5_26_25
00:08:10.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,186,2:57,0:01,8,,,,,,5_26_25
00:08:11.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,187,2:57,0:00,8,,,,,,5_26_25
00:08:12.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,187,2:57,0:00,8,,,,,,5_26_25
00:08:13.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,144,G2 MINNESOTA,187,2:56,0:59,9,,,,,NEW HARDPOINT,5_26_25
00:08:14.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,145,G2 MINNESOTA,187,2:56,0:58,9,,,,,NEW HARDPOINT,5_26_25
00:08:15.19,HARDPOINT,COLOSSUS,CLOUD9 NEW YORK,145,G2 MINNESOTA,187,2:55,0:57,9,,,,,NEW HARDPOINT,5_26_25
